,Tweet,URL,Date,user_id,Replies,Retweets,Likes,Tweet Content,Main language use
94,94,https://twitter.com/TGTM_Official/status/1504062589088976899,2022-03-16,1500639956737597442,1,1,18,@OldChinaBland @YSD0118 @shukan_bunshun Yep. It’s karma time.,2
95,95,https://twitter.com/TGTM_Official/status/1504065945903382530,2022-03-16,1500639956737597442,2,14,63,Thanks very much for your support on #TheGreatTranslationMovement @EricLiu_USA,2
96,96,https://twitter.com/TGTM_Official/status/1504076148820647940,2022-03-16,1500639956737597442,6,49,144,The one who are most cold-blooded to the Chinese are the Chinese themselves. #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #RussiaUkraineWar @kerrya11en @aliceysu  https://t.co/dUrMVgfiDQ,2
97,97,https://twitter.com/TGTM_Official/status/1504102997181308936,2022-03-16,1500639956737597442,3,24,94,"Für manchen Personen kann die Menschlichkeit so weit verschwunden sein, dass sie andere für deren Rasse beurteilen egal ob sie ein Mensch sind oder nicht. #GrandMouvementDettaduction #GreatTranslationMovement  #大翻译运动 #NeoNazi  #chinazi  https://t.co/L4kk2RpP2V",3
98,98,https://twitter.com/TGTM_Official/status/1504128360381034497,2022-03-16,1500639956737597442,0,1,0,@onionzhu Putin’s fans: A TGTM classic,2
99,99,https://twitter.com/TGTM_Official/status/1504151073568796679,2022-03-16,1500639956737597442,2,28,92,"شكرًا لك على اهتمامك بالأويغور في الصين. ديانات مختلفة ، إله واحد ، مملكة مختلفة ، نفس حقوق الإنسان Thanks to attention on Uyghurs.Different religions,one God,different state,same human rights.@HKokbore⁩@Haytham4u2⁩ #TheGreatTranslationMovement #大翻译运动 #کمپینبزرگترجمه  https://t.co/aST9As1bXU",6
100,100,https://twitter.com/TGTM_Official/status/1504166632733786123,2022-03-16,1500639956737597442,22,125,384,"Even if Putin announced sanctions against a donkey, they were able to have a mass orgy. #大翻译运动 #TheGreatTranslationMovement  #RussiaUkraineWar  @lelefarley @JaisTroian @kerrya11en  https://t.co/D8i5D7oor5",2
101,101,https://twitter.com/TGTM_Official/status/1504286708837208067,2022-03-17,1500639956737597442,5,51,168,It seems like #Pfizer gains a mixed reputation with Lianhua Qingwen in China. Here comes the debate.   #COVID19 #vaccination  #大翻译运动 #TheGreatTranslationMovement   @StephenMcDonell @sjoerddendaas @lelefarley @supchinanews  https://t.co/9RmLBnz8Ut,2
102,102,https://twitter.com/TGTM_Official/status/1504328676598591488,2022-03-17,1500639956737597442,18,93,246,"Comments gloating about #japanearthquake flood over China Social Media. If this is not pure evil, I don't know what is.   @kerrya11en @williamnee @WilliamYang120 @KadotaRyusho @IiyamaAkari  #日本地震  #大翻译运动 #TheGreatTranslationMovement #偉大な翻訳運動  https://t.co/kPmsEOwmrq",2
103,103,https://twitter.com/TGTM_Official/status/1504335313153396737,2022-03-17,1500639956737597442,15,101,241,ChonglangTVの第二の故郷にされる日本は、地震により被害を受けられました。私たちは痛心に堪へざる一方、中国ネットの世論に怒りを抑えられません。＃日本地震 #地震の後 #TheGreatTranslationMovement #大翻译运动 #偉大な翻訳運動 @KadotaRyusho @takaichi_sanae @KishiNobuo  https://t.co/DWeyVUOpxC,4
104,104,https://twitter.com/TGTM_Official/status/1504379956498874368,2022-03-17,1500639956737597442,8,76,199,"Chinese netizens challenging UN international court of justice over #RussiaUkraineWar, calling it 'a piece of waste paper'.  #大翻译运动 #TheGreatTranslationMovement  @IAPonomarenko @ArthurKei_UA @AxelDessein  https://t.co/VMenCnQxzE",2
105,105,https://twitter.com/TGTM_Official/status/1504400326153043968,2022-03-17,1500639956737597442,17,140,332,この掲示板での極端な民族主義のお祭り騒ぎが、日本政府が中国を甘やかしすぎた結果だ。これは中国世論の本当の主流となる考えだ。 @SatoMasahisa @KishiNobuo @KadotaRyusho @arimoto_kaori #TheGreatTranslationMovement  #大翻译运动  #偉大な翻訳運動 #Grandmouvementdetraduction  https://t.co/IosRDRASah,4
106,106,https://twitter.com/TGTM_Official/status/1504448184763904001,2022-03-17,1500639956737597442,80,453,1789,近期我们发现，伪刊环球时报为首的喉舌片面翻译外国的负面新闻和俄国假新闻，向中国人灌输侵略战争的军国思想，甚至扼杀和平主义者等有良知者在墙内的声音。我们代表大翻译运动，向这种邪恶行为的反华境内势力发出严正警告。 #TheGreatTranslationMovement #大翻译运动 #偉大な翻訳運動  https://t.co/ZW2SWedCE0,1
107,107,https://twitter.com/TGTM_Official/status/1504527694096068622,2022-03-17,1500639956737597442,15,81,273,"very appreciating that Chinese netizens support our movement, actively provide us with enthusiasm and valuable content. Thank you all, for your precious support. #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動 #위대한_번역운동  https://t.co/EWVQDC35Fi",2
108,108,https://twitter.com/TGTM_Official/status/1504619845039534082,2022-03-18,1500639956737597442,9,30,122,A battle of... Kimchi 파오차이 VS 김치! 중국의 파오차이 선수가 완전히 승리했다! ✌ (레퍼리: 중국 네티즌)  #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #위대한_번역운동  https://t.co/ASRbWQUIMA,6
109,109,https://twitter.com/TGTM_Official/status/1504666089032060929,2022-03-18,1500639956737597442,13,101,266,Chinese students warn to report their teacher who supports #Ukraine over #UkraineRussianWar. Here we go - The 21st Century Cultural Revolution. @ThisIsWenhao @Tracy_Wen_Liu @maxseddon @EricLiu_USA @ArthurKei_UA   #TheGreatTranslationMovement #大翻译运动  https://t.co/XkAVI5mrVA,2
110,110,https://twitter.com/TGTM_Official/status/1504711491873697797,2022-03-18,1500639956737597442,11,70,177,"Shanghai cancer patients rejected for treatment even if PCR tests came back negative. Meanwhile, Xi Jinping attempts to show he does care about his people (of course, with Chinese characteristics) by restating China's resolution on its ruthless zero-covid policy. #chinalockdown  https://t.co/dkJwn8JiJa",2
111,111,https://twitter.com/TGTM_Official/status/1504747054639517698,2022-03-18,1500639956737597442,53,62,417,我们注意到，CCTV开始引用更多来自乌克兰官方的信息源，让中国人了解乌克兰人反抗俄军侵略的成果。 我们鼓励CCTV进一步悔改，公平报道真实新闻，并且奉劝以环球时报为首的顽固喉舌尽快迷途知返，立刻停止美化和支持侵略战争的宣传 #TheGreatTranslationMovement #大翻译运动 #偉大な翻訳運動  https://t.co/ykSxpzE2se,1
112,112,https://twitter.com/TGTM_Official/status/1504780023533735937,2022-03-18,1500639956737597442,7,59,189,"I don't expect anyone to return my kindness, but at least I don't want to be returned with malice.  #TheGreatTranslationMovement  #大翻译运动  #Grandmouvementdetraduction #偉大な翻訳運動  https://t.co/uiZ8YZRdG2",2
113,113,https://twitter.com/TGTM_Official/status/1504802898537897984,2022-03-18,1500639956737597442,60,198,1326,11k粉丝了，非常感谢诸位的支持，本次 #大翻译运动 #TheGreatTranslationMovement  起始于偶然，但希望除了我们浪人自己，也请大家主动将这个将这个种子播撒下去，人类不分种族和群体，请大家抛弃身份的认同感去融入整个世界文明吧。  https://t.co/OCihtcwSbW,1
114,114,https://twitter.com/TGTM_Official/status/1504859325826691075,2022-03-18,1500639956737597442,6,61,156,"Everything can lie, except money. The fabrication of such Nazi fraudulent news can gain an enormous market.  While individuals who consume such fraudulence were those, who seemingly appear as harmless ordinary people on regular days. #TheGreatTranslationMovement #大翻译运动  https://t.co/MxeyCSHO5A",2
115,115,https://twitter.com/TGTM_Official/status/1504863217582948354,2022-03-18,1500639956737597442,0,2,6,"@LittleLuanfei I would like to share this Chinese proverb with those who were not familiar with chinese language art,It is hard to find a dutiful son for a father who has been sick in bed for a long time.",2
116,116,https://twitter.com/TGTM_Official/status/1504880815091552256,2022-03-18,1500639956737597442,4,34,135,When Russia joke turns China joke. #TheGreatTranslationMovement #大翻译运动  https://t.co/Uce4QMmSHW,2
117,117,https://twitter.com/TGTM_Official/status/1504998087474905091,2022-03-19,1500639956737597442,6,34,121,우승 후에 우리 중국 선수님이 요즘 어떤가요?  https://t.co/TFcwpfQMFq @SBS8news #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  #위대한_번역운동  https://t.co/KueTyF6V6M,6
118,118,https://twitter.com/TGTM_Official/status/1505020335976255491,2022-03-19,1500639956737597442,22,123,349,"Without China’s support to Russia, there won’t be war, let alone anything thereafter to make things up.  #TheGreatTranslationMovement #大翻译运动  https://t.co/SzItmoMwGq",2
119,119,https://twitter.com/TGTM_Official/status/1505040840103968772,2022-03-19,1500639956737597442,19,42,296,请诸位不要搞诉诸情感，诉诸身份一类的诡辩术。  大翻译运动的参与者都是不再麻木，感受到了灵魂上的痛苦的正常人  “还有什么理想，是比消灭所有压迫更伟大的呢？还有什么智慧，是比把整个世界当成标本解剖更深邃的呢？拥有这样的智慧，追求这样的理想，难道不是值得付出一切的吗？”,1
120,120,https://twitter.com/TGTM_Official/status/1505041620018003975,2022-03-19,1500639956737597442,1,16,117,鼠鼠向画师致以最高敬意,1
121,121,https://twitter.com/TGTM_Official/status/1505055650325606402,2022-03-19,1500639956737597442,1,1,16,@Juror1117 You can have your own translation as well! Simply tweet your view and @ us. It is nice to see more and more people joining the movement 😊,2
122,122,https://twitter.com/TGTM_Official/status/1505082347041210372,2022-03-19,1500639956737597442,24,179,573,Bilibiliチャンネル登録者数５００万人越えの大物動画投稿者「日本が原爆が落とされててワロケルｗｗ」←何万人死んだと思ってんねん！！！😡😡😡  @SatoMasahisa @KishiNobuo @KadotaRyusho @arimoto_kaori #TheGreatTranslationMovement  #大翻译运动  #偉大な翻訳運動  https://t.co/WXNJXhUNOi,4
123,123,https://twitter.com/TGTM_Official/status/1505125393581322246,2022-03-19,1500639956737597442,23,98,316,"A Russia apologist in China: ""Ukraine is a sharp knife stabbed at Russia in the hands of the United States. Russia just raises its hand to block it and pull off the knife to avoid injury. It is a reaction of self-defense.""#TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/KQJGvl6gBn",2
124,124,https://twitter.com/TGTM_Official/status/1505130208315248641,2022-03-19,1500639956737597442,19,71,228,Weibo netizen giving advise to middle east governments. أدلى مستخدمو الإنترنت الصينيون بتصريحات مسيئة للغاية للدول العربية ، معتقدين أن الدول العربية تابعة للولايات المتحدة  #大翻译运动 #TheGreatTranslationMovement #کمپینبزرگترجمه  https://t.co/VzeKwobBSs,6
125,125,https://twitter.com/TGTM_Official/status/1505170977277231111,2022-03-19,1500639956737597442,44,183,699,天地不没，山川无改。 —— 陶渕明  #TheGreatTranslationMovement  #大翻译运动  #偉大な翻訳運動  https://t.co/NbziTycRaT,1
126,126,https://twitter.com/TGTM_Official/status/1505302211781447682,2022-03-19,1500639956737597442,6,54,208,Hey there! big brother is watching you all!! #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  https://t.co/vIGeJqhDjE,2
127,127,https://twitter.com/TGTM_Official/status/1505362834460401664,2022-03-20,1500639956737597442,41,60,214,"Chinese patriot bowing at Huawei outlet to show respect to the home brand. Meanwhile, he does not realize he is wearing Nike sneakers, a brand considered ‘anti-China’ among patriots. #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  https://t.co/HW9TGwNPLa",2
128,128,https://twitter.com/TGTM_Official/status/1505422937801003010,2022-03-20,1500639956737597442,22,134,350,Harsh racist comments flood over this girl simply because she is Black-Chinese mixed.  #大翻译运动 #TheGreatTranslationMovement #BlackLivesMatter #antiracism  https://t.co/cY7mag2IAt,2
129,129,https://twitter.com/TGTM_Official/status/1505485801379053573,2022-03-20,1500639956737597442,12,73,171,これは中国ネットユーザー達の、「大翻訳」を通じて日本人に話したいこと。  @Iiyonyon @YoichiTakahashi  @daitojimari   #大翻译运动 #TheGreatTranslationMovement  #偉大な翻訳運動  https://t.co/T5u5MIg18T,4
130,130,https://twitter.com/TGTM_Official/status/1505516078897635331,2022-03-20,1500639956737597442,5,56,136,"Veterans only want to be able to defend the country, and only evil people will use this group of good person as bargaining leverage in their hands. @BethanyAllenEbr @deguoziganwu @JackPosobiec  #TheGreatTranslationMovement  #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  https://t.co/w2Okx0B7fC",2
131,131,https://twitter.com/TGTM_Official/status/1505556637578260482,2022-03-20,1500639956737597442,6,67,179,Russia's shameless attempts at pointing fingers and manufacturing distraction while committing crimes against humanity. #TheGreatTranslationMovement #大翻译运动 #偉大な翻訳運動 #Ukraine #UkraineCrisis  https://t.co/Uemo9Thwxz,2
132,132,https://twitter.com/TGTM_Official/status/1505588212370223107,2022-03-20,1500639956737597442,0,1,12,@johnny_onpuchan 亲自点赞太君,4
133,133,https://twitter.com/TGTM_Official/status/1505611726594617344,2022-03-20,1500639956737597442,5,54,134,ShenZheners are bitter because they are not innocent. #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動 #HongKong #COVID19  https://t.co/7FgzQ4aq3U,2
134,134,https://twitter.com/TGTM_Official/status/1505665348929957888,2022-03-20,1500639956737597442,6,52,166,When Zelensky demands restoration of territorial integrity... What Chinese think? #TheGreatTranslationMovement #大翻译运动  https://t.co/fhM8Et8tjy,2
135,135,https://twitter.com/TGTM_Official/status/1505669990988468225,2022-03-20,1500639956737597442,24,117,298,If you have been killed by a supersonic missile?  What will Chinese think?  Lucky!!! #TheGreatTranslationMovement #大翻译运动 #偉大な翻訳運動 #Ukraine #UkraineCrisis  https://t.co/dI3QQZRNxO,2
136,136,https://twitter.com/TGTM_Official/status/1505722543826964481,2022-03-21,1500639956737597442,2,24,79,Welcome to #TheGreatTranslationMovement !  #大翻译运动,2
137,137,https://twitter.com/TGTM_Official/status/1505745059886809088,2022-03-21,1500639956737597442,9,63,198,A 17 years old Chinese student passed away during internship with a local factory. He was asked to work 12 hours a day and rejected for medical leave.  His family has not yet received any compensation. #大翻译运动 #TheGreatTranslationMovement #LaGrandeTraduction #LaGranTraduccion  https://t.co/fp7vjeLVRo,2
138,138,https://twitter.com/TGTM_Official/status/1505831689536573441,2022-03-21,1500639956737597442,10,76,232,From 'unacceptable' to 'acceptable' -- What a translation! (They should seriously consider hiring us)  credit @onionzhu  @StephenMcDonell @goldkorn @sjoerddendaas @Tracy_Wen_Liu @ThisIsWenhao @billbirtles   #RussianUkrainianWar #大翻译运动 #TheGreatTranslationMovement  https://t.co/UZcYIwXH6o,2
139,139,https://twitter.com/TGTM_Official/status/1505837726624813058,2022-03-21,1500639956737597442,1,1,2,@Thomasbaeckerr 在做了👌,4
140,140,https://twitter.com/TGTM_Official/status/1505879383512588289,2022-03-21,1500639956737597442,6,50,171,"Chinese police violently stormed a mosque in the middle of the night, taking Muslims away. اقتحمت الشرطة الصينية مسجدًا بعنف في منتصف الليل ، وأخذت المسلمين بعيدًا  @RD_turk @Ahmadmuaffaq @WikiRamzi  #大翻译运动 #TheGreatTranslationMovement #کمپینبزرگترجمه  https://t.co/S78wdN33v2",6
141,141,https://twitter.com/TGTM_Official/status/1505914154900602890,2022-03-21,1500639956737597442,10,34,158,中国のネットには「中国の災害を祝うのは日本の主流」だと叫んだが、もしかして小人の心を以て君子を量るんじゃないよな #TheGreatTranslationMovement #大翻译运动 #偉大な翻訳運動,4
142,142,https://twitter.com/TGTM_Official/status/1505927209764237313,2022-03-21,1500639956737597442,12,80,222,"More than 11,000 people on Zhihu (China Quora) agree with this guy: International justice worth nothing, #Zelensky doesn’t care about his people, and can’t wait for Russia to win.  #大翻译运动  #thegreattranslationmovement #RussianUkrainianWar #PutinHitler  https://t.co/lXHySxcpKC",2
143,143,https://twitter.com/TGTM_Official/status/1505937233177899008,2022-03-21,1500639956737597442,38,223,472,"Other than killing suspects, Chinese police can enforce the law by any means, they are the true Oprichniki of a terrible tsar. #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  https://t.co/WOzLPPxeIq",2
144,144,https://twitter.com/TGTM_Official/status/1505994823962341377,2022-03-21,1500639956737597442,10,115,295,Ukraine Does Not Believe in Tears.  @ZelenskyyUa  @ArthurKei_UA  @sternenko  #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  https://t.co/a9ZPu3y8Zi,2
145,145,https://twitter.com/TGTM_Official/status/1506087243639046144,2022-03-22,1500639956737597442,0,1,2,@JaisTroian @rglucks1 Thanks for your support!,2
146,146,https://twitter.com/TGTM_Official/status/1506103623155339266,2022-03-22,1500639956737597442,14,53,209,"Are Koreans ashamed by their first lady? 술시중 여자,한국 영부인이 되다니.한국 네티즌 “전 세계에 쪽팔리다.”   #大翻译运动 #TheGreatTranslationMovement #대번역운동  https://t.co/nVngy2HPKr",6
147,147,https://twitter.com/TGTM_Official/status/1506148595908870147,2022-03-22,1500639956737597442,11,62,190,中国のネットユーザーにヘイトスピーチだと伝えると、先に外国人に呪われたからだと反駁される。実際はただのヘイト宣伝を受け、VPNも使用せず外の世界を見たことはないだろう。 @Murai_Gen @S10408978  #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運転  https://t.co/Y8VxXyhQ4a,4
148,148,https://twitter.com/TGTM_Official/status/1506211349940273156,2022-03-22,1500639956737597442,2,23,123,"Precisely because of COVID &amp; the rise in anti-Asian crimes, TGTM needs to halt China's insistence that it represents all ethnic Chinese. Anti-Asian crimes will keep rising when more people buy China's lie of how ""every Asian should stand by China, lest they get attacked."" @oiwan",2
149,149,https://twitter.com/TGTM_Official/status/1506244550842585093,2022-03-22,1500639956737597442,11,81,260,#Zelenskyy : Formats of compromises in negotiations will be decided by referendum. China netizens be like: 👇   #RussianUkrainianWar #Ukraine #chinazi  #TheGreatTranslationMovement #大翻译运动  https://t.co/RZd8x4gNXM,2
150,150,https://twitter.com/TGTM_Official/status/1506329302798790658,2022-03-22,1500639956737597442,2,54,167,"Global Times questions @guardian 's decision of replacing ""Boeing 737"" with ""China Eastern 737"" in its reporting of the recent plane crash in southern China, citing the concern of news manipulation out of business interest done by @Boeing #TheGreatTranslationMovement #大翻译运动  https://t.co/J9sQjNA497",2
151,151,https://twitter.com/TGTM_Official/status/1506355710996582405,2022-03-22,1500639956737597442,4,92,248,"""Goodness"",  unrefinable though selection. #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  https://t.co/vQQqF3WuIZ",2
152,152,https://twitter.com/TGTM_Official/status/1506420608107790343,2022-03-23,1500639956737597442,21,319,877,"America gave and America has taken away.  I don't know, blessed be the name of the United States?  #TheGreatTranslationMovement  #Grandmouvementdetraduction  #大翻译运动 #RussianUkrainianWar  https://t.co/4arpHUdW8X",2
153,153,https://twitter.com/TGTM_Official/status/1506470687929925634,2022-03-23,1500639956737597442,21,100,481,感谢 @Suyutong 和 @RFA_Chinese 的采访报道 思想不怕子弹，自由无惧高墙 Thank you for supporting us!  #大翻译运动 #TheGreatTranslationMovement    https://t.co/Dw6OYM1fR2,1
154,154,https://twitter.com/TGTM_Official/status/1506477899565924355,2022-03-23,1500639956737597442,2,1,5,@try_operation @Eika_HY @Suyutong @RFA_Chinese 欢迎你参与大翻译运动哦❤️,1
155,155,https://twitter.com/TGTM_Official/status/1506501814124163079,2022-03-23,1500639956737597442,2,39,183,ご応援いただきありがとうございます！今後も中国ネット世論をより多くの人に知らせるように翻訳します！  #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動,4
156,156,https://twitter.com/TGTM_Official/status/1506523768033726470,2022-03-23,1500639956737597442,23,92,342,"Since TGTM is apparently from Taiwan now, can @iingwen Tsai Ing-wen please send us our replacement passports? #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  https://t.co/Fjj7phOtwj",2
157,157,https://twitter.com/TGTM_Official/status/1506552923743920129,2022-03-23,1500639956737597442,14,110,299,どんな優秀な作品も　中国のネット民も政治立場によって作者と内容を審査する。 作者が中国の政治意識に合わないことに謝るべき　さもないと告発と封殺に直面する。 #偉大な翻訳運動 #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction  https://t.co/szXDVBOR7c,4
158,158,https://twitter.com/TGTM_Official/status/1506576447485673473,2022-03-23,1500639956737597442,8,61,204,'NON COMMENTO. Non sono un politico e non lo so.'  Chinese in Italy are asked not to answer questions in street interview regarding #RussianUkrainianWar   #TheGreatTranslationMovement #大翻译运动  #MovimentodiTraduzione  https://t.co/hSHfFJGtYg,2
159,159,https://twitter.com/TGTM_Official/status/1506604242525515782,2022-03-23,1500639956737597442,7,78,245,I believe in pride of race and lineage and self: in pride of self so deep as to scorn injustice to other selves. by W.E.B. Du Bois #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  https://t.co/55FZVAzLOo,2
160,160,https://twitter.com/TGTM_Official/status/1506636497839005700,2022-03-23,1500639956737597442,13,80,313,"Girls and Moms talk about how cruel and violent their husbands are, even feel lucky to meet a husband as good as him. #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  https://t.co/GVNy6mBQ3U",2
161,161,https://twitter.com/TGTM_Official/status/1506696928175673345,2022-03-23,1500639956737597442,10,60,206,"Thanks to @NZZ, bringing #TheGreatTranslationMovement to the wider world, we will continue in our fight against Chinese censorship and extremists; let us break the barrier that shields the darkness and bring universal values ​into the long-sickened China.  https://t.co/mYoRdxcMvH",2
162,162,https://twitter.com/TGTM_Official/status/1506714154698117122,2022-03-23,1500639956737597442,12,145,363,Chinese support for Russia is not just lip service. #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  https://t.co/Q3xOG0jZd6,2
163,163,https://twitter.com/TGTM_Official/status/1506740158577754112,2022-03-23,1500639956737597442,21,264,614,"Alas, do those people not realize they are literally using phrases that are close to the Nazi theory of Lebensraum?  Out of what sense, would someone have to survive by nuking other countries?  #TheGreatTranslationMovement  #大翻译运动 #Grandmouvementdetraduction  https://t.co/f0A1ST95EY",2
164,164,https://twitter.com/TGTM_Official/status/1506783602960392198,2022-03-24,1500639956737597442,9,86,228,1 VS 5100: 도대체 누가 일부분의 극단적인 언론을 번역하고 있는가? Which side is translating minority comments?  @hwasoplim @phancocksCNN @joshjonsmith   #大翻译运动 #TheGreatTranslationMovement #대번역운동  https://t.co/R4VI0mdUhD,6
165,165,https://twitter.com/TGTM_Official/status/1506838464192401409,2022-03-24,1500639956737597442,17,152,425,(1/4) How to identify a political infiltration AKA 境外势力?  People's Public Security University of China crafted this comic with simple explanation. We are here to share these tips so they can be identified on Twitter as well 😉  #大翻译运动 #TheGreatTranslationMovement  https://t.co/vZJjor4hDK,2
166,166,https://twitter.com/TGTM_Official/status/1506877462248312834,2022-03-24,1500639956737597442,7,54,185,(2/4) How to identify a political infiltration AKA 境外势力? Beware of overseas trainings and project collaborations! They are designed to spread dangerous ideas like workers right and unionisation.   #大翻译运动 #TheGreatTranslationMovement  https://t.co/g6K0GCBjLW,2
167,167,https://twitter.com/TGTM_Official/status/1506892822384766978,2022-03-24,1500639956737597442,4,46,139,(3/4) How to identify a political infiltration AKA 境外势力? The idea of workers' right and unionisation from the west is so dangerous that it has become a threat to national security.   #大翻译运动 #TheGreatTranslationMovement  https://t.co/oC9TN3epPz,2
168,168,https://twitter.com/TGTM_Official/status/1506900623949660168,2022-03-24,1500639956737597442,4,47,156,(4/4) How to identify a political infiltration AKA 境外势力? Actively reporting them is a citizen's duty. Everyone can play a part to keep us away from foreign threats.    #大翻译运动 #TheGreatTranslationMovement  https://t.co/oL6OUp4zWB,2
169,169,https://twitter.com/TGTM_Official/status/1506924564025995267,2022-03-24,1500639956737597442,9,26,146,可怜的伙伴被小粉红们举报，导致账号被封禁了，这是他的转生小号。,1
170,170,https://twitter.com/TGTM_Official/status/1506939577847906308,2022-03-24,1500639956737597442,18,139,389,Russia and China are friends for one common reason: they both agree that sympathy is a conduct of hypocrite.  #大翻译运动 #TheGreatTranslationMovement  https://t.co/LeozhEHRi0,2
171,171,https://twitter.com/TGTM_Official/status/1506962838081835009,2022-03-24,1500639956737597442,14,150,367,"Russian expert? yeah must be true, let's blame the US for everything. #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  https://t.co/VGMf0CJ6fM",2
172,172,https://twitter.com/TGTM_Official/status/1506987113404776453,2022-03-24,1500639956737597442,66,426,1063,"Top 1 search in Weibo today: ""evidence"" purporting that USA created COVID.  #TheGreatTranslationMovement  #大翻译运动  #Grandmouvementdetraduction  #伟大な翻訳运动  https://t.co/TTtKa5St0Z",2
173,173,https://twitter.com/TGTM_Official/status/1507030976823656449,2022-03-24,1500639956737597442,22,98,252,What they don't know is that cannibalism is not a common practice among civilized societies. @JaisTroian @ArthurKei_UA  #TheGreatTranslationMovement #大翻译运动 #Grandmouvementdetraduction #偉大な翻訳運動  #UkraineWar #Ukraine  https://t.co/LXKKJdV0u5,2
174,174,https://twitter.com/TGTM_Official/status/1507050253333061653,2022-03-24,1500639956737597442,0,2,22,"@ArthurKei_UA Amidst the darkest moment of Ukraine and China, Your support to us is very appreciated.",2
175,175,https://twitter.com/TGTM_Official/status/1507075746354778131,2022-03-24,1500639956737597442,24,80,265,"Thank Global Times for advertising us to a wider audience! Though, here are some misunderstandings that needs to be cleared. #TheGreatTranslationMovement  #大翻译运动  https://t.co/3BektbPuHO",2
176,176,https://twitter.com/TGTM_Official/status/1507157547781869568,2022-03-25,1500639956737597442,25,70,202,"Pro-Ruissa Bilibili users insult Poland with its scar of WW2, showing contempt for Poland’s request for replacing Russia in G20. #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar #chinazi  https://t.co/DEb3ZjqP2K",2
177,177,https://twitter.com/TGTM_Official/status/1507207898421608451,2022-03-25,1500639956737597442,25,68,208,It is quite a leap of mind to process from 'US found no evidence of Chinese military aid to Russia' to 'US is shamelessly asking for China's help'.  #RussiaUkraineWar #SANCTION  #大翻译运动 #TheGreatTranslationMovement  https://t.co/PXFFdOOJ5t,2
178,178,https://twitter.com/TGTM_Official/status/1507274387191644162,2022-03-25,1500639956737597442,54,397,1015,"From top down, all the schools in China must now instil the Most Accurate Memories of the Russian invasion of Ukraine.  @ArthurKei_UA @maxseddon @StephenMcDonell   #RussianUkrainianWar  #大翻译运动 #TheGreatTranslationMovement  https://t.co/UGftbUsSk9",2
179,179,https://twitter.com/TGTM_Official/status/1507301263762853891,2022-03-25,1500639956737597442,19,146,408,"@ArthurKei_UA @maxseddon @StephenMcDonell The content includes justifying Russia's invasion as a result of 'running out of diplomatic effort', blaming Ukraine for seeking to join NATO, and US for manipulating behind the scene.  #RussianUkrainianWar  #大翻译运动 #TheGreatTranslationMovement  https://t.co/Of9ht3n9hf",2
180,180,https://twitter.com/TGTM_Official/status/1507363675069288454,2022-03-25,1500639956737597442,9,187,429,"@ArthurKei_UA @maxseddon @StephenMcDonell It takes a village to raise a child, and a council of CCP elders to raise the next generation of Understanding The Ukraine Situation Correctly.  #RussianUkrainianWar  #大翻译运动 #TheGreatTranslationMovement  https://t.co/ttprmKiNvO",2
181,181,https://twitter.com/TGTM_Official/status/1507373552869253126,2022-03-25,1500639956737597442,38,241,716,"The foreign opinion China chooses to display to its population, Why there is no likes? Who is translating the fringe comments?  (content screenshotted from cctv, a Chinese state-owned broadcaster controlled by the Chinese Communist Party)  #大翻译运动 #TheGreatTranslationMovement  https://t.co/eeUx0J4dSX",2
182,182,https://twitter.com/TGTM_Official/status/1507459204591730689,2022-03-25,1500639956737597442,21,223,638,"From time to time, picture does lie, and those photo does not necessarily speak by themselves...  I guess we all have to get used to it?  #TheGreatTranslationMovement  #大翻译运动 #RussiaUkraineWar  https://t.co/NXsYWPmGO8",2
